Date,AAPL,ADBE,ADI,ADP,ADSK,AEP,ALGN,AMAT,AMD,AMGN,AMZN,ANSS,ASML,ATVI,AVGO,BIDU,BIIB,BKNG,CDNS,CDW,CERN,CHKP,CHTR,CMCSA,COST,CPRT,CRWD,CSCO,CSX,CTAS,CTSH,DLTR,DOCU,DXCM,EA,EBAY,EXC,FAST,FB,FISV,FOX,FOXA,GILD,GOOG,GOOGL,HON,IDXX,ILMN,INCY,INTC,INTU,ISRG,JD,KDP,KHC,KLAC,LRCX,LULU,MAR,MCHP,MDLZ,MELI,MNST,MRNA,MRVL,MSFT,MTCH,MU,NFLX,NTES,NVDA,NXPI,OKTA,ORLY,PAYX,PCAR,PDD,PEP,PTON,PYPL,QCOM,REGN,ROST,SBUX,SGEN,SIRI,SNPS,SPLK,SWKS,TCOM,TEAM,TMUS,TSLA,TXN,VRSK,VRSN,VRTX,WBA,WDAY,XEL,XLNX,ZM
2019-10-24,0.6834226123689048,1.4991212720396476,1.4283480830291688,1.0800928441085114,1.1625146482688522,0.2985449408870165,0.8187297703142025,1.1398758308281616,1.0000307710314487,0.5710628019597469,0.9102841784473169,1.4003264510962323,1.1846470444026487,1.6074522134215472,1.033869984775529,1.3563651789442692,1.7830121930377896,0.7850343371957903,2.2251436393534503,0.8291108565026424,0.6397475818161569,0.5993214095838715,0.8033590779284855,0.6828839526610453,0.4589719817100118,0.9288924835254143,3.1189648904949165,1.0439270803709646,0.8371686083866396,0.7954694140426948,0.9487998588708138,0.11909277218923545,1.4416394258953984,1.3571617129973435,1.0044159772558714,0.7521010749001462,0.1332980162585261,0.9761871087187145,1.6490498071742092,1.4298927981881284,0.5012871962426457,0.5370810682213799,0.8918316797499184,0.9960268111140549,0.9741705883174522,0.7312290038081227,0.9068575050021985,1.6933185252457135,0.8878787347542725,0.9970447754803953,1.6229024651806765,1.5246799779611164,2.113687239717578,0.7764327116971131,0.6891146862096902,1.0286950284615461,1.1859737884710957,0.7542010729237765,0.6784779239318088,1.2506800106298173,0.5650462536590882,1.6449895735203706,0.4503882578666058,1.1811539979911438,0.6898246132310969,1.2118025329267519,1.1453419974636045,2.3073637641909843,1.2877620049066125,1.7294323320069651,1.775924455335391,1.3325983660473513,1.9375159656939984,0.46364252978268117,0.8449780515706656,0.5142504140501577,0.9980476977520836,0.41017067258138995,2.451597421102832,1.691327103222197,1.3233066912146128,0.9982457755837455,0.2365872784209425,0.9305432980649558,1.504119048352324,0.8406280365791883,1.9121572977505794,1.3238638970877825,1.7720698841347866,0.5915896959545115,2.4502778640989717,0.907080414816788,-0.21683244740835603,1.0327569159183125,1.2718388221610932,1.5490782060066144,1.0287956504161797,0.6372267855255767,1.7455119583501528,0.4917627229934436,0.709564308613822,1.7373991046056907
2019-10-25,0.6579759405901197,1.589300982009371,1.4178740253695614,1.1161751538456615,1.2317518056125099,0.3301605795677269,0.8806008607166408,1.2489671947507872,0.9893070424637421,0.5471172332715224,0.9072076624478634,1.469356397984076,1.2106535894630766,1.59406713995547,1.0354270772266265,1.3287608670436128,1.8421009895731792,0.7781017903688344,2.293929523118654,0.8585724954815375,0.6223594844823805,0.6222398341338662,0.7693558408160799,0.5271262446788008,0.4645519581446052,0.9570774898243293,3.203302839445236,0.9865899127616017,0.8042631198476973,0.8414632980966716,0.9235378345024938,0.08701611942995793,1.4917967078246737,1.2936896057699208,0.9756015232838573,0.727807468818352,0.1860270475211983,0.9325407457665902,1.654349784971847,1.4890246681831831,0.3900951617699472,0.4267576150845025,0.8282645994928806,0.9887542628033378,0.9689457670921464,0.756510163809903,0.9171144168221882,1.6890656079894129,0.8205032674085727,0.9951492270491648,1.6578627488290416,1.547864314610436,2.0595837523053495,0.7707548215861741,0.6566210020614933,1.117213536153515,1.3369557124649232,0.7519409909047746,0.6760649273628188,1.2818154477030894,0.5959913146026905,1.6705579264867558,0.44699024279261995,1.0347373688299657,0.7883853775650155,1.2281083422858146,1.1708050231485454,2.3470852298886458,1.2534269883732438,1.8559204410654953,1.7528401434608174,1.3890496528928948,2.0542870981672565,0.5760992291702947,0.8663034499125378,0.5133115173159618,1.3006968318212844,0.413463435681091,2.4313565043179413,1.6738960159461478,1.3549096881604135,0.966452117540056,0.22391796228024757,0.945504446860346,1.4302959419254364,0.8465617832793905,1.9955498730520203,1.4265082713371746,1.7466380068133651,0.5687920779955361,2.56442379399279,0.8881871094751069,-0.1521740207804706,1.0208924631561076,1.3042101980106258,1.6094126037952812,1.0285937948906734,0.6078693600708928,1.8500710218039833,0.47875932425231993,0.7416823241048813,1.8233839656576496
2019-10-28,0.6759172000114145,1.504003624958809,1.5053962767912337,0.9076033281694844,0.9863875042493216,0.1015812730437752,0.24035186719893906,1.0154702098758113,1.049239214315697,0.5249394325293444,1.2047657833796337,1.3103445957775273,1.1087848668771676,0.9726735109164035,1.236895631489639,0.9193095365754341,2.1176436859455565,0.8059744647121652,2.186698529330976,0.8508886292455274,0.4577140598432794,0.5136653094874171,0.6198080890471741,0.6423554279770753,0.3191772876659669,0.6755181887074098,2.0074356898695185,1.1528895225489861,0.7223642497654615,0.7026654820865506,0.691224354330762,0.1309959313566126,1.249810760949444,1.2469974850368142,0.8925327997056354,0.7158029286710765,0.02134314227614042,0.8622321714976435,1.565216663312433,1.1622509096484634,0.4320805884082788,0.36381825409402846,0.7615507924984661,0.9493328439095863,0.9317012415282745,0.8389486629223081,0.8030269882041791,1.384843318652734,0.6902217052596923,1.5183868000984706,1.3171696043408103,1.3803677951420834,1.505547112797689,0.6162053667850882,0.535060822987387,1.175231185077483,1.1153694103674978,0.5765681552318305,0.731271692776752,1.181160819083335,0.6212363222954528,1.4549367707841694,0.35654972605265656,0.9431619702013944,0.9870790767488596,1.2137015353236549,1.0051173708651782,1.817615288243688,1.3493267707464769,1.2238771562323913,1.7028142705704519,1.33091164560135,1.4564257511892649,0.47237509336956496,0.6964687910947769,0.7150669327725645,0.8908853670369667,0.2930291671974026,3.000058247774924,1.8097038583184082,1.50929208577282,0.6173517768821708,0.30989780792393373,0.8466669594246948,1.5486736285564044,0.6898990655095706,1.7187469198651468,1.4105469061632674,1.3379373695095051,0.6535049597222616,2.3366499617491256,0.628984977471597,0.8445892747791797,1.0297421338949369,1.0243491594873384,0.9086884802537982,0.7726723243740915,0.9041030380268784,1.720181089459222,0.28849060315164066,0.8922791345730969,1.2269129361426616
2019-10-29,0.6465867771023398,1.522459004200554,1.5634318411331443,0.8918754068323639,0.9331658279312013,0.09506752667399919,0.25362965899130246,1.0692385965254654,1.0999094171079316,0.546255581209531,1.2506203399707998,1.2726763785186508,1.041097684579716,0.8509973695732493,1.24036620594702,0.9214688665936153,2.2361890117742766,0.7955047403172973,2.1908729257084243,0.8223567302058032,0.4958972005452303,0.44387686169243307,0.5926670341311402,0.6400095943172259,0.35689650800021244,0.6331335742439054,1.4660101916469452,1.1175865534079628,0.6511084049356269,0.6940807910883158,0.6226929764137542,0.09133819115779952,1.206089734747088,1.3383804496597014,0.7993125339844357,0.6869108520888336,0.02506120067381659,0.7638541453257649,1.6094159571850355,1.1074829427222794,0.5108217319769485,0.4304758992700429,0.7446647180199544,1.002305265195956,0.9744143650559048,0.8474567986473774,0.7908887183573796,1.4886851935316427,0.7226735169848244,1.520762774963169,1.2724835446137097,1.4260067674763144,1.5810498307524754,0.5937292429766053,0.5309714767617993,1.263142625201432,1.2173299164898823,0.570491572282323,0.6668942045176658,1.118823252483174,0.6083740877371122,1.3192992692303651,0.3204579258427061,0.9161742088892972,0.9835157502091428,1.1810420508305874,1.026970174436747,1.8513524307051725,1.3496433103271992,1.2037961496422838,1.6861747102641553,1.3623283379849855,1.353963453266376,0.4675091092928992,0.6291697817916639,0.709972858642663,0.9832237281371279,0.2629614348416522,2.8426541603857167,1.7263598093312758,1.6651311335029346,0.6256323795402798,0.2410640351788256,0.8069613190592729,1.3536565533553426,0.6909523056260419,1.6672027351799024,1.4108797060263096,1.314662581035042,0.7008730421370909,2.297152132132456,0.6012809194633073,0.886244103365783,0.9481401643914676,0.9481511203878387,0.9099882931329143,0.7676127641097662,0.8370887417436285,1.6542582611012016,0.2480269523893012,0.8651678659891132,1.3825492876038412
2019-10-30,0.83757784417346,1.4148123110570634,1.2755838582907633,0.8379002373578877,0.8705441488287652,0.08904423111073277,0.11590889788835551,1.2193316286316078,1.2177430036156864,0.5097173086293558,1.3519767605177428,1.1313563391293024,1.0709794397703414,0.9006168278601396,1.3209285435892189,1.0225877557761498,2.141687013679596,0.9177133514059663,2.2411541900613936,0.6165603426376548,0.31518401871828333,-0.006858532455286082,0.4354229228018784,0.5150383274678962,0.25652856214914643,0.4973465520855972,1.4966832486944897,0.7358930968206177,0.27322253393666024,0.3800098124372797,0.7749844116208163,-0.026803728740348105,1.0792197520686744,1.283335089426054,0.9168491113710917,0.5700292017491747,-0.07314180521538721,0.0577626396902095,1.6249573299810234,0.9351173751935481,0.3796048110791208,0.2715627424290392,0.8075935099025292,1.0330984425633145,0.9882557110290777,0.49810960241710006,0.5412318674957982,1.3292741613784589,0.5533864831947898,1.3839296649989512,1.2649072353026496,1.3044461081637533,1.6365439182294894,0.5098198745099762,0.3758130086565923,1.3524010325558713,1.291774977047568,0.5805086420002556,0.5829114838880592,1.0867901863698526,0.5027863666626167,1.4115133146816554,-0.060870696970355916,0.14698179942012657,0.6513004940646316,1.1481674394734123,1.5478986004536812,1.8996969803148094,1.6045681496525,1.164808846572603,1.8920632295841375,1.226214971880324,2.1645553065850174,0.5885078675484711,0.5122447283427142,0.2645025612210681,1.447579991228186,0.3799780020047266,1.412284439104407,1.8839179812950246,1.6679532665693588,0.6210077270481458,0.18193705738768812,0.5918629892136462,1.5609651615953601,0.6355332152403821,1.7618904398562478,1.4348416566926572,1.0847683380978674,0.8374262963749675,2.3651422034410357,0.5026292929388347,1.1791529367887146,0.9333577199112509,0.8185272134057286,0.8214464250562574,0.5736772507374979,0.7050792665024473,1.8195483916758797,0.3224498496282391,0.8520607003413234,1.4680997029580356
2019-10-31,0.676501349167137,1.4258899176181803,1.461401162319707,0.8065038252646487,0.9287891508357986,-0.05654211107688676,-0.21337374716980653,1.4043931534675407,1.2670202308036653,0.267548663890346,1.4367425728833456,1.3735229418644428,1.05445025753628,1.1516504126633158,1.3579179336183858,1.4159767058771997,2.195334593230567,0.8479007473582825,2.4845979599340136,0.5412151378075705,0.2426861949497451,0.057732189883265804,0.5123053524760991,0.49928965143982207,0.3600436433842577,0.211140516423238,1.817883352866735,0.6497644410279405,0.21192927931432445,0.26843848432531675,0.8820787481018627,0.07353556644766894,1.2157950043663817,1.5423402822725636,0.8415712720179235,0.5598079365552735,-0.1650275059214858,-0.017580416321954444,1.81454281242955,0.906389881755736,0.08751932873978925,-0.0743461497446696,0.6241403222035597,0.9365950803925027,0.9103125675387425,0.47635408882320646,0.7435833381515551,1.1611805108159508,0.3761021608438405,1.3023202920031054,1.3472848179107026,1.0773225932764734,1.8614024273356156,0.5510390237653318,0.09516880381809388,1.4468513286286306,1.5055256344524894,0.4730279192290678,0.4322292532665423,1.036107343059712,0.4980901046083379,1.508287975984991,0.08513283606069356,0.19000776619864984,0.927679119578122,1.197896175554426,1.95438367192271,2.1876879486267473,2.089635181191278,1.2219455615307413,2.1282884737054615,1.2195236172273785,2.6420000851391667,0.36181622610130365,0.6810273226093357,0.012033733877630574,1.6580890199099758,0.174796450567857,1.9010834098553726,1.97903157025003,1.6463186651429818,0.5874108326655496,0.04463233063318652,0.46678749121680896,1.6029503453147298,0.8437343945129592,1.9125568285680625,1.5648952691178128,0.950237433831829,1.0986179870163626,2.8160781337309575,0.35733806860624295,1.2282361138629216,1.0215960738372205,0.8509402688900003,0.636359270766752,0.49491611087069615,0.34481910668022653,2.074789856112994,0.07272247627586718,1.131723864014817,1.6698773015574806
2019-11-01,0.6204497541529495,1.3502255917894366,1.3720941347856737,0.8659552449675253,0.8624040296278643,-0.08228451435159294,-0.37036440786962616,1.5965693719059713,1.1630588448669485,0.10209091143731047,1.5414238236117674,1.2799018270250453,1.071469091529941,0.8112943543488723,1.2514818784733477,1.3330243702777758,2.3430952361902686,0.8137091594698793,2.6097727229620706,0.7490010911353362,0.37509602225887545,0.044055433673958505,0.3765503104956929,0.5074583268429107,0.3065106095084656,0.014168414940937745,1.589548216049306,0.5138671506619605,0.1506421111554087,0.42697948614085207,0.8225083095536567,0.10233516842449648,1.2550199534531683,1.0617448477346207,0.8628859621601018,0.7286578148227109,-0.08071839033922025,0.06712368244229563,1.8788315113579903,0.7870374224868457,0.05108390112593456,-0.10103575399822884,0.5557196411049332,1.0047195503119344,0.9828396056896006,0.5231806562311033,0.4904375760655049,0.9487654625714317,0.3196865085910838,1.3585354259764426,1.3362785173513183,1.0596070968550655,1.9081953082419916,0.4766753319495188,-0.19994580601635972,1.4676839777973516,1.8179790655989876,0.5355756198626869,0.6210768310002128,1.0168598189054827,0.42183304171976344,1.52928388240786,0.05648550782668145,0.5066820205465526,1.0126349720616012,1.232564820430158,1.6432773844045385,2.000486274646049,2.386563780465731,1.3319895275337943,1.8331846920618462,1.3201538324835085,1.9853315410456567,0.594546592649683,0.8581290892431824,-0.012299269251206193,1.824571586750743,0.2204778611908813,2.087254396012676,2.040064255979525,1.6109974715708122,0.5068552543623239,0.13318404240452142,0.5211017447407243,1.5660764022548321,0.5458766465465709,1.9331482971411693,1.5200782930425578,0.8468245573633942,0.9196287030884194,2.697953168993146,0.4304082108572493,1.4207360136396763,0.9510760796675575,0.9159673730392778,0.48359196240712365,0.3597621656721076,0.5743771751640949,1.8640999507291427,0.08946474545349493,1.27542651726662,1.3597086797504787
2019-11-04,0.7424957794236368,1.271260789127675,1.4129461075240304,0.8520723655939357,0.9016053422635866,-0.25300227881007975,-0.08504308785935391,1.5727601654062051,1.2890040443049586,0.08278866344100672,1.590375311521701,1.1025843047263562,1.1485145859727548,0.6840317804821575,1.2908356969988166,1.4375508240283286,2.4410034834577914,0.8371758048224979,2.686779310164578,0.6738271503525083,0.33216291087508226,-0.191493768325119,0.33808869621720616,0.38398963615718995,0.158598913198733,-0.038545212258538006,1.213095845085031,0.4988620689440815,0.20748286219959997,0.3021934049296326,0.8335923274306944,-0.12301411780485838,1.3721615174147006,0.9541000073417992,0.68557153211265,0.6859011576195043,-0.22335997224056056,0.02266265642929478,1.9817611301703915,0.6287388591183029,0.15136959566251437,-0.04951950246696632,0.6439341671813286,0.9692835947183409,0.9370234717695549,0.5104583252054785,0.1912108436140137,0.8631078955434032,0.35470232563224263,1.4089832812045873,1.2217631786549903,1.0155404522263276,1.9952033740826671,0.3820106667807484,-0.2839817140519819,1.4085271752212076,1.8975414382956737,0.32812800143728027,0.5919411951490686,1.0083803376455558,0.12641432202710057,1.3352567803714557,-0.10723369393603464,-0.12889378740511737,1.1977211888445356,1.1812458359201994,1.7783686361149629,2.0412331538343875,2.348085405675184,1.4643532855508052,2.0149508286140443,1.2857504681791212,2.0085052946826405,0.5569356597291791,0.7232681204392957,-0.014772643530120946,1.895076703985522,0.012460895471424033,2.1516377535496125,2.070357255892843,1.6910964072905295,0.5392806126682808,0.022275550546046664,0.29996181629228935,1.706364641537128,0.6095488330218256,1.8612818337056427,1.4043818417765521,0.8976448206603661,1.194880628443709,2.73445050406891,0.2926468202882008,1.5414959410208346,0.8890222069804044,0.7749406418715483,0.2615266511091684,0.4411486727775631,0.7996219579456405,1.9953230209407644,-0.126352771140652,1.1972745840302679,1.574856458085697
2019-11-05,0.7467643356172191,1.292589657634559,1.379245678151228,0.876656255692428,0.9143188492824095,-0.23365763433628564,-0.03107757830532504,1.5758040937215068,1.235586162248332,0.13875357632506646,1.586992347633978,1.126109802675219,1.1441460194514175,0.6865716594845842,1.2375271843458757,1.360767336142747,2.4916668085524276,0.8535771359039335,2.6587527998062366,0.6896622006186157,0.33359207230697446,-0.16514616994033604,0.3689968745705442,0.43715276717671087,0.1723448580817814,-0.007499824599414449,1.311726015326394,0.5074290269634221,0.1932120843730453,0.29479949363587793,0.8146637682473719,-0.162239412145514,1.4148846321889434,0.9550961307179321,0.6287588282264329,0.6692117293739336,-0.1797963907237829,0.013359473209726174,1.9759454242832613,0.6605459258211046,0.15894410215289825,-0.05811107497485616,0.6468755138567702,0.9522531254252812,0.9193790266421789,0.47520317833890524,0.17757185563712694,0.8629412136771253,0.38885191637603267,1.3857500279139032,1.2576124418697419,1.0153611455847749,1.9343402824846958,0.4025126902559585,-0.30916212292300305,1.418672156192549,1.9027291291577664,0.3919767966665295,0.5640216368771638,0.97097531263327,0.12140549607565111,1.3595860110217948,-0.10241106680036545,-0.2283577134519131,1.1704809763052832,1.1825915849541533,1.8411750614369136,2.0285051733472392,2.3288971582160567,1.4120779180539247,1.9713157975774207,1.2765424492640163,2.1258515246137484,0.5637072696900984,0.7266935898910125,-0.028263299328214943,1.8256416148971883,0.023932556915571713,2.2254709881028054,2.1091022544394757,1.6664454186279276,0.567328839076621,0.019359310252787504,0.319683357552811,1.7234065120479576,0.6244112089971882,1.857988215432916,1.4378176644831353,0.9161464073964615,1.1458672198245308,2.8175394992179896,0.34715177871159836,1.5765830315486573,0.8588865145389631,0.8330475341155875,0.28353135980930455,0.471106476234777,0.7445918237642236,2.063039725273131,-0.09023319092783495,1.155824969754221,1.5915461441703636
2019-11-06,0.7178851526522444,1.3101534850551597,1.013449608263612,0.9571089963665569,1.0088549378366005,-0.4413192828895787,-0.09333421599620904,1.5489601526579677,1.1837701984364752,0.09657566496734768,1.6473369120745651,1.0256602262656298,1.169239814695089,0.6543189204514399,1.086941386303851,1.61439341597365,2.7064897070779197,0.9377371113116163,2.811263183385941,0.8349785619508991,0.25564822818140237,-0.25950561347437434,0.46279046568385385,0.3127219059659247,0.11030497741595066,0.16290099014972714,1.2030846504490798,0.22818001351692743,0.11723621284134156,0.47381743301761364,0.7498878285837315,-0.021218301780735777,1.7953456200683573,0.4475933815035445,0.6116354797761617,0.6946124769638883,-0.3171719219381585,-0.03928060283177701,2.230799740515251,0.7131965134725807,0.044355791425448224,-0.23464711671812866,0.5547963319756213,0.9456960632209226,0.9115232398067834,0.2390046049081271,0.18365814623895307,0.5312473163065914,0.3864863854885632,1.3881322620167236,1.2566355740612813,0.7394345650296192,1.9398191477249473,0.1767604991151532,-0.510427130366907,1.2314664467543721,2.0199276539012434,0.5872115573474187,0.4001320786149504,0.7863881583135137,0.09574269600404955,1.1301497031211276,-0.006593437321565921,-0.3345410898078675,0.5623575397607442,1.2319569169249986,2.0149353193226514,2.007400753475872,2.535041244577974,1.3380422525897502,1.9439665778926412,1.0329631228186504,2.179613368173899,0.7101335218767295,0.7675587013919674,-0.19663008836936946,2.023697623678007,0.017009542899426845,2.474713333586765,2.31617014974913,1.316516978662276,0.7839275380148623,0.04780149583766882,0.35718772289899503,1.3279635238924383,0.4885814577976594,1.8213002262791176,1.2202085521673554,0.7622610574758233,0.8568524681700223,2.420265176211354,0.33757583237994676,2.0072835277066954,0.7330466855349049,0.9111020150732492,0.2780732029825156,0.42094573254781503,0.6408893457083047,1.877717917958388,-0.19967181392962668,0.956632070943544,1.4757418730784853
